FID,Count,Area,X,Y,Perimeter,NEAR_FID,NEAR_DIST,ST_NAME,ST_TYPE,MUN_L,SPEEDLIMIT,NBHD_L,STREET_ID,OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,TypeLong,OS_Own_Jur,ALT_NAME
8358,1,18.354491027400002,-71.051808886399996,42.358928203500000,27.849104346299999,15503,18.248967801900001,Ramp, ,Boston,15,Boston,-1,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8359,1,7.514409660270000,-71.051998803199993,42.358936071700001,15.201394801499999,15826,3.562725917670000,Interstate 93, ,Boston,65,Boston,5477,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8360,1,10.045663603700000,-71.050302273200003,42.358933383199997,19.840070194900001,18681,12.145187423900000,Central Wharf, ,Boston,1,Boston,4751,798,Aquarium Plaza,Private,Central Boston,0.460000000000000,"Malls, Squares & Plazas",NULL, 
8361,1,11.506227238399999,-71.051689588599999,42.358936041900002,23.000357210499999,17196,19.758984765400001,Atlantic,AVE,Boston,30,Boston,222,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8362,1,32.415628662300001,-71.051071123499995,42.358937427699999,48.983392446099998,12471,26.245903823599999,Milk,ST,Boston,20,Boston,2764,0, , , ,0.000000000000000, , , 
8363,1,10.045663526900000,-71.050254789500002,42.358940709599999,19.840072418599998,18681,11.974158429999999,Central Wharf, ,Boston,1,Boston,4751,798,Aquarium Plaza,Private,Central Boston,0.460000000000000,"Malls, Squares & Plazas",NULL, 
8364,1,10.046092110400000,-71.050220055099999,42.358943896699998,19.840282897600002,18681,12.626029937800000,Central Wharf, ,Boston,1,Boston,4751,798,Aquarium Plaza,Private,Central Boston,0.460000000000000,"Malls, Squares & Plazas",NULL, 
8365,1,20.633757681900001,-71.060769053200005,42.358978813699999,29.634601831900000,17494,67.595924818499995,Pemberton,SQ,Boston,15,Boston,3196,0, , , ,0.000000000000000, , , 
8366,1,11.995828379100001,-71.057441094699996,42.358972628099998,20.855618326599998,12292,45.303740806999997,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8367,1,33.959496877600003,-71.051018765400002,42.358948785899997,39.492552942300001,12471,27.104135263600000,Milk,ST,Boston,20,Boston,2764,0, , , ,0.000000000000000, , , 
8368,1,11.994875260500001,-71.057418072299996,42.358975494100001,20.855108794600000,12292,46.188929868199999,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8369,1,6.153766393200000,-71.051788024100006,42.358956386999999,14.774991378599999,15503,28.371591903100001,Ramp, ,Boston,15,Boston,-1,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8370,1,11.995910483699999,-71.057384822600000,42.358978230300004,20.855837835500001,12292,46.956034850800002,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8371,1,11.996028881299999,-71.057360998400000,42.358979423299999,20.855984958600001,12292,47.226163210400003,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8372,1,11.018264110300001,-71.052160631199996,42.358959435599999,21.395705826899999,15965,8.353784748420001,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8373,1,20.337661046299999,-71.048869321500007,42.358951341699999,31.065163515300000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8374,1,11.994875181399999,-71.057329307700002,42.358983821400003,20.855111514000001,12292,48.609761266000000,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8375,1,11.994875259500001,-71.057303568199998,42.358984199799998,20.855111473200001,12292,48.569819531500002,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8376,1,15.402099040100000,-71.048812763200004,42.358954142999998,23.642204526899999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8377,1,11.995828568100000,-71.057272589299998,42.358986902799998,20.855623119600001,12292,49.333784545500002,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8378,1,11.994875337700000,-71.057248424099996,42.358989504500002,20.855113243000002,12292,50.015093327300001,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8379,1,11.504576716300001,-71.051701402600003,42.358968592700002,22.999315745299999,17196,20.939690788899998,Atlantic,AVE,Boston,30,Boston,222,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8380,1,10.553518870300000,-71.051396831700004,42.358980893999998,22.481581007999999,17127,36.470984665200000,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8381,1,9.415358412210001,-71.048767023500005,42.358969708700002,18.566967404600000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8382,1,20.337692383699999,-71.048716409500003,42.358968589100002,31.065512848600001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8383,1,17.476517057700001,-71.060770960100001,42.359012581800002,26.635619779500001,17494,80.349959755699999,Pemberton,SQ,Boston,15,Boston,3196,0, , , ,0.000000000000000, , , 
8384,1,10.326424054300000,-71.051339949899997,42.358983954599999,22.023234033100000,17127,39.020174046500003,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8385,1,10.472624720200001,-71.051783455999995,42.358983355100001,18.569896114500001,15503,31.918545046700000,Ramp, ,Boston,15,Boston,-1,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8386,1,6.482534348070000,-71.052014348000000,42.358988134500002,14.770540080900000,15826,4.565157839520000,Interstate 93, ,Boston,65,Boston,5477,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8387,1,7.558675692700000,-71.051422659599993,42.358995361399998,21.815023891500001,17127,29.837706305699999,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8388,1,6.925337762380000,-71.048669833000005,42.358983917499998,16.574583983099998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8389,1,12.059220968400000,-71.026988861299998,42.358895459199999,21.553626581700001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8390,1,10.169328996300001,-71.051323621500003,42.358999433000001,22.893180237100001,17127,34.442447658100001,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8391,1,20.337660845599999,-71.048610863199997,42.358990189700002,31.065182479499999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8392,1,10.733676352700000,-71.051712039300000,42.358999283700001,21.660504298799999,17196,21.806594104999999,Atlantic,AVE,Boston,30,Boston,222,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8393,1,3.583610912160000,-71.048516676700004,42.358995953700003,10.263726520000001,-1,-1.000000000000000, , , ,0, ,0,799,Aquarium Harborwalk I,Private,Central Boston,0.530000000000000,"Malls, Squares & Plazas",NULL,Central Wharf Harborwalk
8394,1,20.337660970000002,-71.048548360799998,42.358995332600003,31.065184972000001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8395,1,11.018777219500000,-71.052174729300006,42.359008835200001,21.396256197900001,15965,9.126255637970001,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8396,1,8.906229306329999,-71.051270296799999,42.359010433599998,22.171371155399999,17127,33.232702771800000,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8397,1,10.764631618299999,-71.051359027800004,42.359008059099999,22.861175913600000,17127,26.850024599699999,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8398,1,8.390050432810000,-71.052004565000004,42.359015114499996,17.470272630400000,15826,8.733701599700000,Interstate 93, ,Boston,65,Boston,5477,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8399,1,9.456519541530000,-71.051397874000003,42.359021444400000,21.726170217500002,17127,20.065647703800000,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8400,1,15.517740726100000,-71.057451081899998,42.359046873099999,23.760147308699999,12292,72.009560908099999,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8401,1,4.512076782100000,-71.051808711600003,42.359030574899997,13.556567953600000,15503,29.324093255000001,Ramp, ,Boston,15,Boston,-1,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8402,1,15.517005325000000,-71.057429944999996,42.359049431199999,23.759788440800001,12292,72.795286595400000,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8403,1,15.517740678399999,-71.057396323700004,42.359052453399997,23.760149344799999,12292,73.664253177399999,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8404,1,10.594173475700000,-71.048524099900007,42.359017256400001,25.077397897299999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8405,1,11.145395700000000,-71.051257060599994,42.359030872100000,22.323758151400000,17127,24.533231372600000,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8406,1,10.289093683100001,-71.051724225000001,42.359032164200002,23.024103059100000,17196,22.934165640100002,Atlantic,AVE,Boston,30,Boston,222,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8407,1,15.517005361600001,-71.057372916000006,42.359055044700000,23.759790595999998,12292,74.446535392300007,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8408,1,8.708824399519999,-71.051984081200004,42.359038148400003,16.941751519899999,15503,12.319169675700000,Ramp, ,Boston,15,Boston,-1,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8409,1,15.835518298200000,-71.060772780600004,42.359068229899997,27.469077394500001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8410,1,15.517005432600000,-71.057339279999994,42.359057505400003,23.759791539799998,12292,75.110778940000003,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8411,1,15.517226274600000,-71.057318065800004,42.359059799800001,23.760154706200002,12292,75.800132194400007,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8412,1,11.017357965400000,-71.052184599100002,42.359041935500002,21.395400612400000,15965,9.533307992519999,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8413,1,15.518691795400001,-71.057282962599999,42.359061423199996,23.760514165200000,17501,71.763064113100000,State,ST,Boston,5,Boston,3975,0, , , ,0.000000000000000, , , 
8414,1,15.516652147100000,-71.057259910100001,42.359063166500000,23.759641230800000,17501,66.582827284900006,State,ST,Boston,5,Boston,3975,0, , , ,0.000000000000000, , , 
8415,1,6.303678640470000,-71.051833603899993,42.359049936300003,14.674569518000000,15503,24.021588451500001,Ramp, ,Boston,15,Boston,-1,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8416,1,6.939850405320000,-71.051228469099996,42.359047256899999,20.052319954200001,17127,20.411722111400000,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8417,1,7.107776333270000,-71.051864035199998,42.359061098399998,14.614715262300001,15503,17.034892861500001,Ramp, ,Boston,15,Boston,-1,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8418,1,4.885468346640000,-71.048531763599996,42.359056124100000,12.054845294800000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8419,1,12.127743627699999,-71.051736495599997,42.359063524000000,23.464629647599999,15831,23.953658021799999,Atlantic,AVE,Boston,30,Boston,222,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8420,1,20.430761978300001,-71.060775616300006,42.359100782699997,30.176082248499998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8421,1,16.590467632100001,-71.063333068199995,42.359124674100002,28.110102767200001,-1,-1.000000000000000, , , ,0, ,0,45,State House Park,Commonwealth of Massachusetts,Back Bay/Beacon Hill,1.238705430000000,"Malls, Squares & Plazas",NULL, 
8422,1,4.885651917550000,-71.048534202200003,42.359069475399998,12.055048648900000,-1,-1.000000000000000, , , ,0, ,0,799,Aquarium Harborwalk I,Private,Central Boston,0.530000000000000,"Malls, Squares & Plazas",NULL,Central Wharf Harborwalk
8423,1,11.017357966500001,-71.052197592400006,42.359089012299997,21.395416431899999,15965,10.385051320600001,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8424,1,18.093742038700000,-71.063237323600006,42.359139173599999,27.505294079799999,10159,91.676119037299998,Bowdoin,ST,Boston,25,Boston,493,45,State House Park,Commonwealth of Massachusetts,Back Bay/Beacon Hill,1.238705430000000,"Malls, Squares & Plazas",NULL, 
8425,1,9.515741782210000,-71.048558842099993,42.359082897000000,18.433040040700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8426,1,8.096458587540001,-71.149156199100005,42.359438810699999,16.640179004099998,9917,49.343624989900000,Soldiers Field,PL,Boston,15,Allston-Brighton,3910,0, , , ,0.000000000000000, , , 
8427,1,8.367855632840000,-71.149136436899994,42.359440730199999,16.820501637000000,9917,48.852008563799998,Soldiers Field,PL,Boston,15,Allston-Brighton,3910,0, , , ,0.000000000000000, , , 
8428,1,4.885651884840000,-71.048545485299996,42.359098397399997,12.055054102800000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8429,1,17.361683901599999,-71.051752673300001,42.359102229000001,39.500090747100003,15831,25.531167933700001,Atlantic,AVE,Boston,30,Boston,222,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8430,1,8.095747637640001,-71.149156756400004,42.359456243600000,16.639714309399999,9917,42.990054143599998,Soldiers Field,PL,Boston,15,Allston-Brighton,3910,0, , , ,0.000000000000000, , , 
8431,1,10.816155417099999,-71.149138342499995,42.359456420999997,19.013816516599999,9917,42.844954225999999,Soldiers Field,PL,Boston,15,Allston-Brighton,3910,0, , , ,0.000000000000000, , , 
8432,1,11.018264099200000,-71.052207462400006,42.359122112400001,21.395760524200000,15965,10.791703252800000,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8433,1,4.885651923400000,-71.048556022300005,42.359132701999997,12.055060669200000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8434,1,11.776658396100000,-71.071274655400003,42.359234282999999,30.670968432399999,6467,78.897362368600000,Revere,ST,Boston,20,Boston,3525,0, , , ,0.000000000000000, , , 
8435,1,14.196907380500001,-71.071194782999996,42.359234228500000,33.893535834799998,6467,79.008074907700006,Revere,ST,Boston,20,Boston,3525,0, , , ,0.000000000000000, , , 
8436,1,11.018263989399999,-71.052220823699997,42.359169963900001,21.395776592400001,15965,11.617234052200001,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8437,1,11.493794852700001,-71.048583612800002,42.359168056800002,21.503833754599999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8438,1,13.292733574400000,-71.048563595600001,42.359167161800002,25.334504974100000,-1,-1.000000000000000, , , ,0, ,0,799,Aquarium Harborwalk I,Private,Central Boston,0.530000000000000,"Malls, Squares & Plazas",NULL,Central Wharf Harborwalk
8439,1,8.682087247809999,-71.066113317200006,42.359241230099997,18.385656411799999,9884,31.999002039000001,Myrtle,ST,Boston,20,Boston,2898,43,Myrtle Street Playground,City of Boston,Back Bay/Beacon Hill,0.147665650000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
8440,1,4.885651923200000,-71.048569254499995,42.359183959799999,12.055070368100001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8441,1,9.689391656680000,-71.066091112300001,42.359256534600000,20.060234901200001,9884,26.236259035400000,Myrtle,ST,Boston,20,Boston,2898,43,Myrtle Street Playground,City of Boston,Back Bay/Beacon Hill,0.147665650000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
8442,1,11.018264115799999,-71.052231024700006,42.359202280799998,21.395787561199999,15965,11.866510996400001,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8443,1,17.785503765300000,-71.050673558800000,42.359204100600003,25.923591337300000,17127,46.276363618100000,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8444,1,15.915662727400001,-71.066227985500007,42.359260059100002,27.180882394400001,9884,23.477115155600000,Myrtle,ST,Boston,20,Boston,2898,43,Myrtle Street Playground,City of Boston,Back Bay/Beacon Hill,0.147665650000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
8445,1,25.441656879000000,-71.050728168999996,42.359203947499999,26.881881868800001,17127,32.835308998199999,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8446,1,7.652901456480000,-71.050651021999997,42.359210024100001,16.809185716799998,17127,53.945177969699998,Central,ST,Boston,20,Boston,762,0, , , ,0.000000000000000, , , 
8447,1,15.718283808400001,-71.062002119799999,42.359262312399999,26.761362882000000,12731,40.954435780300003,Ashburton,PL,Boston,25,Boston,192,691,Ashburton Place Plaza,Commonwealth of Massachusetts,Central Boston,0.820000000000000,"Malls, Squares & Plazas",NULL, 
8448,1,15.185511516400000,-71.061881920800005,42.359268667499997,26.085155884999999,12731,39.124066187300002,Ashburton,PL,Boston,25,Boston,192,691,Ashburton Place Plaza,Commonwealth of Massachusetts,Central Boston,0.820000000000000,"Malls, Squares & Plazas",NULL, 
8449,1,10.046403170500000,-71.050403263899994,42.359236560799999,20.692178876700002,18681,99.609482397600004,Central Wharf, ,Boston,1,Boston,4751,0, , , ,0.000000000000000, , , 
8450,1,10.046878470799999,-71.050366145400005,42.359241971300001,20.692706707300001,18681,99.629971783700000,Central Wharf, ,Boston,1,Boston,4751,0, , , ,0.000000000000000, , , 
8451,1,11.018777224800001,-71.052245442800000,42.359250378500001,21.396337449600001,15965,12.437596324999999,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8452,1,12.148203845399999,-71.062001686200006,42.359297581000000,25.913651799499998,12731,53.883190254600002,Ashburton,PL,Boston,25,Boston,192,691,Ashburton Place Plaza,Commonwealth of Massachusetts,Central Boston,0.820000000000000,"Malls, Squares & Plazas",NULL, 
8453,1,12.025960768099999,-71.061881119999995,42.359304025000000,24.965818656700002,12731,52.032222013599998,Ashburton,PL,Boston,25,Boston,192,691,Ashburton Place Plaza,Commonwealth of Massachusetts,Central Boston,0.820000000000000,"Malls, Squares & Plazas",NULL, 
8454,1,9.198530717310000,-71.050681268899993,42.359263433499997,21.467872014899999,17195,53.293525094099998,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8455,1,10.045504213299999,-71.050185194799994,42.359270829099998,20.691848393400001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8456,1,10.045979530900000,-71.050148768499994,42.359276220200002,20.692376306200000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8457,1,3.503417176500000,-71.048557607299998,42.359271583899996,10.198299150500000,-1,-1.000000000000000, , , ,0, ,0,799,Aquarium Harborwalk I,Private,Central Boston,0.530000000000000,"Malls, Squares & Plazas",NULL,Central Wharf Harborwalk
8458,1,11.334836193599999,-71.072816602399996,42.359358118800003,21.927506413300001,-1,-1.000000000000000, , , ,0, ,0,960,Charles River Reservation,Commonwealth of Massachusetts,Multi-District,171.690000000000000,"Parkways, Reservations & Beaches",DCR,"Charles River Esplanade, Herter Park, Daley Field"
8459,1,9.198530802080001,-71.050650681899995,42.359278336899997,21.467877108100001,17195,63.145182891799998,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8460,1,11.018777140099999,-71.052254244099998,42.359282713399999,21.396348278800001,15965,13.055000577300000,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8461,1,3.987306344550000,-71.048507706500004,42.359278398500003,10.841663579600000,-1,-1.000000000000000, , , ,0, ,0,799,Aquarium Harborwalk I,Private,Central Boston,0.530000000000000,"Malls, Squares & Plazas",NULL,Central Wharf Harborwalk
8462,1,17.494765695400002,-71.048474918500006,42.359282311400001,29.988363061000001,-1,-1.000000000000000, , , ,0, ,0,799,Aquarium Harborwalk I,Private,Central Boston,0.530000000000000,"Malls, Squares & Plazas",NULL,Central Wharf Harborwalk
8463,1,9.198131207520000,-71.050620025800001,42.359293273699997,21.468006139700002,17195,72.066806688400007,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8464,1,5.828813259910000,-71.050725337499998,42.359299163000003,13.136970380399999,17195,45.393627876200000,Old Atlantic,AVE,Boston,20,Boston,5507,899,Long Wharf,BRA,Central Boston,3.900000000000000,"Malls, Squares & Plazas",National Park Service,Long Wharf Plaza
8465,1,14.716192307500000,-71.050701320300007,42.359304919700001,22.928875263599998,17195,50.208551233800002,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8466,1,16.753994753299999,-71.060787453000003,42.359340389899998,25.903713870800001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8467,1,2.853483596410000,-71.052805003000003,42.359316768900001,9.186811187449999,9186,46.450352718200001,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8468,1,10.127605547300000,-71.027012291800006,42.359210965400003,21.653896675900000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8469,1,9.198131240120000,-71.050589650899994,42.359308072799998,21.468011123600000,17195,80.302724790699997,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8470,1,3.980381720240000,-71.048436465300000,42.359304585799997,10.913306741300000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8471,1,9.565968889120001,-71.052862834999999,42.359322815699997,20.985920580999998,9186,37.816625380399998,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8472,1,5.672239544380000,-71.052720596499995,42.359332541500002,14.141330368700000,9186,46.356949921800002,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8473,1,25.424540170899999,-71.050725613500006,42.359316950199997,33.502331699599999,17195,45.364455213399999,Old Atlantic,AVE,Boston,20,Boston,5507,899,Long Wharf,BRA,Central Boston,3.900000000000000,"Malls, Squares & Plazas",National Park Service,Long Wharf Plaza
8474,1,14.716192307500000,-71.050702525500000,42.359328355400002,22.928883748499999,17195,49.924623099700000,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8475,1,11.018264104900000,-71.052268305900000,42.359330555900002,21.395830650499999,15965,13.696392014200001,Interstate 93, ,Boston,65,Boston,5472,571,Wharf District Park,MassDOT,Central Boston,4.710000000000000,"Malls, Squares & Plazas",RFK Greenway Conservancy,Kennedy Greenway Parcels 14-17
8476,1,10.711345042200000,-71.052808553700004,42.359330960299999,25.192774232600001,9186,38.176617295900002,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8477,1,11.708033513600000,-71.050794044400007,42.359328564999998,21.714493805000000,17195,27.244875569700000,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8478,1,11.709365235500000,-71.050784176500002,42.359329045499997,21.715394020300000,17195,29.912667120900000,Old Atlantic,AVE,Boston,20,Boston,5507,0, , , ,0.000000000000000, , , 
8479,1,9.566897588480000,-71.052872137600005,42.359340466699997,20.986253004700000,9186,30.938739657700001,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8480,1,11.439474639000000,-71.048439957100001,42.359321383900003,25.227882809499999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8481,1,15.570872958100001,-71.050579046999999,42.359331216100003,26.510763232300000,17195,84.542782929799998,Old Atlantic,AVE,Boston,20,Boston,5507,900,Long Wharf Boat Access,BRA,Central Boston,0.000000000000000,"Malls, Squares & Plazas", , 
8482,1,9.780884524699999,-71.052856494400004,42.359350337099997,20.593782749199999,9186,30.758298501100001,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8483,1,16.754752433899998,-71.060788738799999,42.359374959199997,25.904616844200000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8484,1,9.565968849870000,-71.052725537800001,42.359346757200001,20.985928478100000,9186,39.748896377199998,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8485,1,15.417881186500001,-71.050725221799993,42.359340615299999,23.890708715999999,17195,45.621159517400002,Old Atlantic,AVE,Boston,20,Boston,5507,899,Long Wharf,BRA,Central Boston,3.900000000000000,"Malls, Squares & Plazas",National Park Service,Long Wharf Plaza
8486,1,8.200857747020001,-71.052814616500001,42.359350501999998,18.516768010400000,9186,32.233011542200003,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8487,1,9.780884523259999,-71.052833827499995,42.359354523000000,20.593784122199999,9186,30.995488232200000,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8488,1,3.980381691060000,-71.048445697600002,42.359338851099999,10.913312584400000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
8489,1,9.779983198880000,-71.052802388600000,42.359358042300002,20.593444948799998,9186,32.125308654900003,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
8490,1,5.434050266710000,-71.052783194599996,42.359361444800001,13.944394088099999,9186,32.567060822800002,State,ST,Boston,30,Boston,3975,0, , , ,0.000000000000000, , , 
